202,1245331954.jpg,25,09/06/18 22:33,	「谷川」の間の部屋風呂	
202,1245332064.jpg,25,09/06/18 22:36,	客室からの眺め今年3月	
202,1245332503.jpg,25,09/06/18 22:42,	半露天風呂付客室「谷川」	
615,1245408785.jpg,9,09/06/19 19:53,	主庭	
615,1245408829.jpg,9,09/06/19 19:54,	玄関の下駄	
615,1245408862.jpg,9,09/06/19 19:54,	朝食	
615,1245408900.jpg,9,09/06/19 19:55,	夕食、若筍三種盛り	
615,1245408941.jpg,9,09/06/19 19:56,	見ごたえある器	
615,1245409004.jpg,9,09/06/19 19:58,	夕食、筍飯と若筍煮	
